Hs,Tp,Direction,damp_config,heave_std,heave_max,pitch_std,pitch_max,roll_std,roll_max
2.0,6.540000000000001,180,DOFbest,0.38141971153039544,2.918637426740334,0.3291415572166443,12.848607261614696,-0.9344776523026916,0.3326188918405724
4.0,6.540000000000001,0,DOFbest,0.5050123403771543,3.4926001753122047,0.56353360414505,12.354230588027136,-0.8933788028733031,0.11730363724235354
4.0,6.540000000000001,45,DOFbest,0.5640191254574252,-1.6118158481580687,0.9257645606994629,-6.708709132982198,-0.8921986450614565,0.02649215775991652
4.0,6.540000000000001,90,DOFbest,0.5323368936072606,-0.7162852357370295,0.7356798648834229,-5.543725601161787,-0.9108980937301315,0.1134514246964793
4.0,6.540000000000001,135,DOFbest,0.5605485546921611,-0.1121960888072564,0.8408856987953186,0.08158490208850999,-0.915166931878088,0.2773901231968351
4.0,6.540000000000001,180,DOFbest,0.5935665585571901,5.839835140425955,0.8761973977088928,23.295129624192484,-0.9287116961626094,0.5646117505193279
2.0,8.72,0,DOFbest,0.422140912968975,1.7177439715065812,0.4392368495464325,6.551850062161867,-0.9292928841459442,0.29071676001985214
2.0,8.72,45,DOFbest,0.45737837620370986,-0.8163586253743427,0.6248756647109985,-3.391002800256447,-0.9314338507283156,0.29201916464072103
2.0,8.72,90,DOFbest,0.44174769764212257,-0.2653498211689176,0.5400804281234741,-1.3229747719460896,-0.932246367439601,0.28930526682689806
2.0,8.72,135,DOFbest,0.4479895002849174,-0.2844685071405334,0.5606357455253601,-0.5875721459922243,-0.9326148783704091,0.29787634351392833
2.0,8.72,180,DOFbest,0.47324559798171534,2.6774425915079005,0.6771644353866577,10.586883418061388,-0.9329321951639906,0.3355828599603827
4.0,8.72,0,DOFbest,0.708160492721067,3.109959247239788,1.2599393129348755,11.727288990935852,-0.8887102661489933,0.10058847451649243
4.0,8.72,45,DOFbest,0.7752581068347004,-1.6108727750418215,1.6004058122634888,-6.8533144829951205,-0.8832827883019958,-0.030274792499723147
4.0,8.72,90,DOFbest,0.7464286800899345,-1.0173936030930508,1.3671956062316895,-5.498161409208633,-0.9026040448738667,0.11101251564206562
4.0,8.72,135,DOFbest,0.75591837503773,-0.4080505028544299,1.4483963251113892,-0.8429290133969065,-0.9074634772197016,0.24517552117144387
4.0,8.72,180,DOFbest,0.7956546278439257,5.452315737291809,1.6950421333312988,22.085835556948652,-0.9084868676678999,0.490485071138989
2.0,10.9,0,DOFbest,0.45806553939939726,1.3099591572101459,0.4840675890445709,5.254957832275195,-0.9323426047762959,0.2948092015497874
2.0,10.9,45,DOFbest,0.4868467531265426,-0.6633476448646394,0.6855794787406921,-2.086381600383829,-0.9329236748627681,0.30284461608638147
2.0,10.9,90,DOFbest,0.4760399869057444,-0.2724581619073978,0.5956338047981262,-1.405332339184457,-0.9335619379873832,0.3006781038805704
2.0,10.9,135,DOFbest,0.4805060881818236,-0.30922917142888573,0.611346423625946,-0.5271998904750701,-0.9342877722292815,0.3020932083993122
2.0,10.9,180,DOFbest,0.49959777007448986,2.0476618268321416,0.7451722025871277,9.373600419365715,-0.9345362116599968,0.3225416691796632
4.0,10.9,0,DOFbest,0.813642275432111,2.403075870134135,1.4680653810501099,8.685802774414643,-0.8945718532075478,0.12813547242129478
4.0,10.9,45,DOFbest,0.8757113092469462,-1.3630656584587242,1.8332271575927734,-5.007011897503125,-0.8840934271065735,0.06008599796113441
4.0,10.9,90,DOFbest,0.84972196830614,-0.8148722697903881,1.6511276960372925,-5.735449011164045,-0.8971042619863497,0.15256621989126035
4.0,10.9,135,DOFbest,0.8523120194993502,-0.4554382600160247,1.675743818283081,-1.1147184621709911,-0.9187021613597356,0.2596550440984644
4.0,10.9,180,DOFbest,0.8960639123585133,4.235585474416099,1.946864366531372,19.440712641896162,-0.9011128515710561,0.35128439516634646
2.0,13.080000000000002,0,DOFbest,0.47667078885583847,0.9730665227240588,0.6155006289482117,4.716419687393004,-0.9337160625070836,0.29138426240769144
