Hs,Tp,Direction,damp_config,heave_std,pitch_std,roll_std,heave_max,pitch_max,roll_max
2.0,6.540000000000001,135,linhigh,0.3446354359902523,0.8404383189990585,0.9364728824132544,1.1466937710782532,4.065038570850402,4.070955012561042
2.0,6.540000000000001,180,linhigh,0.3724999563007464,2.878462123052201,0.0003522782468295,1.2472379635950652,12.45744377090928,0.0011883702089709
4.0,6.540000000000001,0,linhigh,0.4964657678911953,3.478396892708996,0.0003213322031566,1.4447938991930158,12.244731979379369,0.0023974306524464
4.0,6.540000000000001,45,linhigh,0.5559569305500787,2.681423805059384,4.248572329777462,1.805310497728854,9.96677672368531,16.50607118459063
4.0,6.540000000000001,90,linhigh,0.5242578495082053,2.544605532361686,3.208152100497904,1.633700484980969,8.414867660743438,13.731478878919274
4.0,6.540000000000001,135,linhigh,0.5516872302365725,1.929427025468098,2.0245629616935683,1.7408419688140286,8.82647650044316,8.90620368960309
4.0,6.540000000000001,180,linhigh,0.5844946778928861,5.836288010796079,0.00048755575253,1.7915461837454572,22.9486016139156,0.0018680310046011
2.0,8.72,0,linhigh,0.4160057527886576,1.6915669181635944,0.0002735950152343,1.354707515343865,6.20088806160434,0.0009865008918872
2.0,8.72,45,linhigh,0.4510460160039257,1.2781843379840012,2.0748889152745726,1.543375369859418,4.526725401309631,8.170517104819636
2.0,8.72,90,linhigh,0.4357088554189536,1.2827298945067227,1.544447378936162,1.459119984010647,4.3576765668746456,5.935325924906749
2.0,8.72,135,linhigh,0.441541817953862,0.7951202564892962,1.0666409259992158,1.4790676114372283,3.486259843237033,4.344249376749232
2.0,8.72,180,linhigh,0.4663577970163793,2.633947091173442,0.0003698700618843,1.5972715135701705,10.203019325049228,0.0010889062433861
4.0,8.72,0,linhigh,0.7009916946432265,3.085878732427426,0.0003882553078592,2.136310660218454,11.6049813653718,0.0016643848420495
4.0,8.72,45,linhigh,0.7687514264176322,2.6150775008256817,4.179897265952158,2.472679815987132,10.077179759074845,16.689773349851563
4.0,8.72,90,linhigh,0.7397396291139587,2.31226410597858,3.2925627706205858,2.2587711646303785,8.147204701626496,13.647955788982884
4.0,8.72,135,linhigh,0.7486866086523719,1.8216797954410688,2.2121009404292784,2.343809265536333,8.143772025013797,9.169277800811082
4.0,8.72,180,linhigh,0.7887175028200443,5.430581376270876,0.0005529808621564,2.5933119463704832,21.598337923157835,0.0018906555345636
2.0,10.9,0,linhigh,0.4536676083154787,1.2854788903130738,0.000235536610011,1.4074060543294529,4.883212662220292,0.0009654944449318
2.0,10.9,45,linhigh,0.4822019187212927,1.0019830399610017,1.6516146435647392,1.607940456974347,4.820699948087006,7.101410537639644
2.0,10.9,90,linhigh,0.4716633840990754,1.0073958406166872,1.2820101330295244,1.5192237059388218,4.109190796193705,5.745735211015327
2.0,10.9,135,linhigh,0.4759410453939751,0.6225908891678933,0.9193639830447066,1.5355656177346706,3.163758571015895,3.971285068895268
2.0,10.9,180,linhigh,0.4946020414508393,2.010996762723524,0.0003094264574827,1.668894802991647,8.940499840200244,0.0011546541050198
4.0,10.9,0,linhigh,0.80813105819037,2.3800200699650964,0.0003833157588738,2.3520440530078024,8.505546992117294,0.0029315651623581
4.0,10.9,45,linhigh,0.8703776215370933,2.0320895380913995,3.360614832361953,2.710575740116946,9.977164031231744,14.78530849229944
4.0,10.9,90,linhigh,0.8443298826302464,1.8806756844919497,2.684735648338081,2.53994736563438,7.218965177076376,12.878952500371131
4.0,10.9,135,linhigh,0.846671380745592,1.443855615254118,1.886675565179169,2.585092401220585,7.073560022326141,8.374091856500575
4.0,10.9,180,linhigh,0.8905019224118266,4.200186779013111,0.0004842832114905,2.839767336781,19.02379580931551,0.0017021386162525
2.0,13.080000000000002,0,linhigh,0.4735180235791965,0.9532283596090848,0.0001972506871314,1.5434141050781227,4.379435475112955,0.0009426363808133
2.0,13.080000000000002,45,linhigh,0.4939225362840949,0.7660571030901753,1.2845944400106772,1.6992459814331875,3.7285730264271,5.272148038008267
2.0,13.080000000000002,90,linhigh,0.4866876447698655,0.7844068013488613,1.0195197830524336,1.603194442708492,2.8267229126520896,4.133018811917349
2.0,13.080000000000002,135,linhigh,0.490834859359431,0.4821971734545537,0.7457360550956882,1.6183145354309532,2.1590317136642985,3.2849181548626585
2.0,13.080000000000002,180,linhigh,0.5047009677211656,1.5184912090968306,0.0002559876119036,1.748366030191549,5.960260684560613,0.0010240246982918
4.0,13.080000000000002,0,linhigh,0.8758605857929499,1.868139103433107,0.0003349843907851,2.7351506491276165,7.750031198327483,0.0013971847398983
4.0,13.080000000000002,45,linhigh,0.9272545357142102,1.5881874536163545,2.651194356826555,3.103486671885378,8.591312429851978,10.820512583415288
4.0,13.080000000000002,90,linhigh,0.9040377313949106,1.4970400714974,2.1750844067928954,2.8838207232712074,5.305202748163381,9.315882286431686
4.0,13.080000000000002,135,linhigh,0.9062585684950112,1.1514450859701342,1.5787504304341322,2.845655278455584,5.55619015145146,7.532890483121056
4.0,13.080000000000002,180,linhigh,0.9436933448443008,3.2360276940923987,0.0004010728111043,3.2093137764137087,13.1666031539158,0.001714386814476
