filename,Hs,Tp,Tz,Direction,Damp_Heave,Damp_Roll,Damp_Pitch,Lin_Heave,Quad_Heave,Lin_Roll,Quad_Roll,Lin_Pitch,Quad_Pitch,Std Z,Std pitch,Std roll,Mean Z,Mean pitch,Mean roll,MPM Z,MPM pitch,MPM roll,Mean velocity Z,Mean velocity pitch,Mean velocity roll,std velocity Z,std velocity pitch,std velocity roll
ymlfiles\Case_001_H1_T3p5_dir0_heavelow_pitchlow_rolllow.yml,1,3.5,2.7132,0,low,low,low,1.0,1.0,100,300.0,150,200,0.014981687082813147,0.6751739497713486,0.00017280328615984573,-0.155892735286203,0.6844052422628657,-0.002331098692618786,-0.09594228118021189,3.390855982311396,-0.0016727817110813892,0.00020385814387375602,1.359448602680206e-06,1.0229666268872603e-09,0.026532392845217904,0.021246095474984447,2.457540869471358e-06
ymlfiles\Case_002_H1_T3p5_dir0_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,3.5,2.7132,0,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.014646596142819119,0.6724264660267556,0.00015770207170699626,-0.15588164208928218,0.6841567138134065,-0.0023314415126540577,-0.09723800933912513,3.3796484843222694,-0.001729735474949551,0.00018329710711112278,1.3563885883738968e-06,9.104538244588891e-10,0.02620617348717954,0.02117234403399023,2.263095650458245e-06
ymlfiles\Case_003_H1_T3p5_dir0_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,3.5,2.7132,0,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.01498386061312906,0.6746387009884244,0.00017255951381841257,-0.15589222600857586,0.684348128411321,-0.002331115499623261,-0.0959305780713697,3.388489509452111,-0.001674048070965131,0.00019954156665857474,1.3558880683786592e-06,1.090954271052792e-09,0.026533348007104527,0.02123088203394858,2.453256404107479e-06
ymlfiles\Case_004_H1_T3p5_dir0_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,3.5,2.7132,0,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.0148466552272944,0.6734342524973244,0.00016227599088321858,-0.15588882706518675,0.6842425622189569,-0.002331322409093535,-0.09646266809127113,3.3836652003385668,-0.0017121901866195082,0.00019063041136677851,1.3562332253609599e-06,9.518391996397207e-10,0.026401065582881654,0.02119926602567965,2.3219319336520848e-06
ymlfiles\Case_005_H1_T3p5_dir45_heavelow_pitchlow_rolllow.yml,1,3.5,2.7132,45,low,low,low,1.0,1.0,100,300.0,150,200,0.011490111296902852,0.31080482013745603,0.3516833853375659,-0.15553329186044057,0.6756665276566285,0.00433023369993243,-0.10982688959530158,1.9205722762529565,1.4112318894466005,0.00016480334103998148,4.88557714518618e-05,4.2450851021094634e-05,0.018765383161745086,0.009632450630290643,0.010678090968452127
ymlfiles\Case_006_H1_T3p5_dir45_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,3.5,2.7132,45,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.01116117265477672,0.30920690181907007,0.3500500213918655,-0.15552471508845866,0.6756237150805399,0.00435577258023343,-0.11110023969720817,1.9142051362756392,1.4049280654138727,0.00015322947497409275,4.8773744920453876e-05,4.247218561990323e-05,0.0184336495467147,0.00959906160131244,0.01064249937738801
ymlfiles\Case_007_H1_T3p5_dir45_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,3.5,2.7132,45,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.01148630058761582,0.3106464493305976,0.35153982233330505,-0.15553271366525334,0.6756716120078046,0.004327966147672695,-0.10984252867079569,1.9199684836773856,1.410655301250206,0.0001637504203778634,4.884902975014169e-05,4.24533125488316e-05,0.018762274166847406,0.009629270082756979,0.01067498057207492
ymlfiles\Case_008_H1_T3p5_dir45_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,3.5,2.7132,45,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.011350117595885115,0.3098288902333379,0.3505848363983051,-0.15552845068768623,0.6756475068333468,0.00435623167061705,-0.11036536523218507,1.9166950286743223,1.406980478550388,0.000157374756343364,4.880524651217811e-05,4.246485921009032e-05,0.018626718660570474,0.009612478189157118,0.010654449851653498
ymlfiles\Case_009_H1_T3p5_dir90_heavelow_pitchlow_rolllow.yml,1,3.5,2.7132,90,low,low,low,1.0,1.0,100,300.0,150,200,0.007981868601365868,0.11549646437090959,0.21823093648606307,-0.15510211794838874,0.675478397764577,-0.00014285684075587523,-0.12332717121660426,1.1322620814540134,0.8807783165423116,7.620040253573567e-06,-6.102354842070582e-07,-1.5217778098013572e-05,0.013313711890947148,0.002928201203302298,0.007769899804016138
ymlfiles\Case_010_H1_T3p5_dir90_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,3.5,2.7132,90,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.007661345564149589,0.11255653484455458,0.2171142650666436,-0.1550989639849352,0.6754794133162036,-0.00011900488659012898,-0.12455321468877982,1.1210771745034773,0.8764656135096026,4.568608409256995e-06,-1.0380260285032943e-06,-1.5014813225621848e-05,0.013022182126304861,0.0028961091625382025,0.007748494744884686
ymlfiles\Case_011_H1_T3p5_dir90_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,3.5,2.7132,90,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.007977414368671982,0.11539087364515324,0.2181590419535677,-0.15510175654080016,0.6754792402760922,-0.000146970904690298,-0.1233430900607065,1.1318570272311623,0.8804996387493004,7.422749638519449e-06,-6.370244051575163e-07,-1.521133339541236e-05,0.013309617762279624,0.002927122359639276,0.007768568826557194
ymlfiles\Case_012_H1_T3p5_dir90_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,3.5,2.7132,90,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.007836070388380387,0.11371326580798118,0.21746836388025756,-0.15509991768215484,0.675478531651644,-0.00012866610094596826,-0.1238805826412975,1.1254739187742944,0.8778544947857962,5.5414739064904315e-06,-8.96888480088354e-07,-1.5102054870120068e-05,0.013182335621156421,0.002909178293325163,0.0077555828221454485
ymlfiles\Case_013_H1_T3p5_dir135_heavelow_pitchlow_rolllow.yml,1,3.5,2.7132,135,low,low,low,1.0,1.0,100,300.0,150,200,0.012875342528893781,0.26605786190397895,0.11976655319119829,-0.1542652127496671,0.684133259446819,0.0029137485928035795,-0.10290698061738573,1.7512957163132434,0.485611283738401,7.081092661238328e-05,-2.521730053230284e-08,1.9074863826824836e-05,0.021480572558987252,0.00841352269069051,0.00416125034329352
ymlfiles\Case_014_H1_T3p5_dir135_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,3.5,2.7132,135,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.012585678394246801,0.2650397593367321,0.11878309710368795,-0.15426546406799774,0.6841388688804991,0.0030202313668597548,-0.10404726780719686,1.747344887339155,0.4819982127809423,6.648406513692996e-05,-1.4251666265934773e-07,1.9225388192667654e-05,0.02109082274961629,0.008390031968658753,0.004148227826201553
ymlfiles\Case_015_H1_T3p5_dir135_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,3.5,2.7132,135,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.012868818715567235,0.265969011936174,0.11973091980277216,-0.15426567863881377,0.6841300585828209,0.0029175076512233137,-0.1029334692331869,1.7509574271736001,0.4854802532186455,7.047655905999522e-05,-3.02495260513174e-08,1.908770371503572e-05,0.02147144857639529,0.008411460347283099,0.004160813006799975
ymlfiles\Case_016_H1_T3p5_dir135_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,3.5,2.7132,135,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.0127476536036063,0.26543858558486116,0.11908466900199402,-0.15426500709979032,0.6841380553872858,0.002973391422349578,-0.10340609523657943,1.7488803068698766,0.48306281202359075,6.815344913478883e-05,-1.032082966171197e-07,1.91629239285403e-05,0.02131006344070053,0.008399373557507948,0.004152400430570151
ymlfiles\Case_017_H1_T3p5_dir180_heavelow_pitchlow_rolllow.yml,1,3.5,2.7132,180,low,low,low,1.0,1.0,100,300.0,150,200,0.018398094416996247,0.6778687515474249,0.00016965969846701142,-0.15607925506336234,0.6853029329544866,-0.002341506667303089,-0.08266431452633768,3.4023378370706228,-0.0016964655984946478,0.0002583932779983648,-1.1914693586578091e-06,7.824683306303049e-10,0.030112450413583552,0.02125032359260201,2.3864673483651378e-06
ymlfiles\Case_018_H1_T3p5_dir180_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,3.5,2.7132,180,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.017907431805640348,0.6753153300337342,0.00015879198040955313,-0.1560662147931524,0.6853981337252079,-0.0023407445660743034,-0.0845920034651273,3.3924717736129835,-0.0017358598612625996,0.0002374112102742712,-1.1772615106523317e-06,9.324097609988273e-10,0.02946902335794446,0.02118259748554167,2.248077313637702e-06
ymlfiles\Case_019_H1_T3p5_dir180_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,3.5,2.7132,180,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.018383515649833992,0.67733067321881,0.0001698781896702264,-0.15607944892346556,0.685264361319343,-0.0023413972200754807,-0.08272589896998991,3.400142538787942,-0.0016954280806424091,0.0002539022775401271,-1.1907208415666574e-06,8.078102002747374e-10,0.030091640970567213,0.021235264577677763,2.3889582795441897e-06
ymlfiles\Case_020_H1_T3p5_dir180_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,3.5,2.7132,180,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.018181025624491434,0.6762070044759539,0.0001623530105480978,-0.1560741484129871,0.6853268574392337,-0.002341345483861385,-0.08351427568918829,3.3958654357862024,-0.0017239649400643067,0.0002448134611882088,-1.1830246678948564e-06,8.587724828726225e-10,0.02982838514751434,0.021206084821475114,2.2903622766829225e-06
ymlfiles\Case_021_H1_T4_dir0_heavelow_pitchlow_rolllow.yml,1,4.0,3.1008,0,low,low,low,1.0,1.0,100,300.0,150,200,0.029884900844748697,0.7490952068613904,0.00011114690432868455,-0.15603434602848443,0.6866183235691289,-0.0023370546020341524,-0.03842951648068828,3.6733591812814894,-0.0019124183957299026,1.0844460058355923e-05,9.342532319942306e-07,1.2061282792952556e-09,0.04049334359052506,0.021577580698031954,1.6526325037387048e-06
ymlfiles\Case_022_H1_T4_dir0_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.0,3.1008,0,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.027884896941793042,0.7455126093353944,0.00010294830380528778,-0.1560242173784903,0.6864488174936054,-0.002336828948446541,-0.046141099170810884,3.658905388896801,-0.0019427262080810126,-1.072139171007276e-05,9.45301405095992e-07,1.3826089086427876e-09,0.03862226007151978,0.02148925081760597,1.548903069520028e-06
ymlfiles\Case_023_H1_T4_dir0_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.0,3.1008,0,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.029826613074291113,0.7483806770709217,0.00011110669982589627,-0.1560334039429176,0.6865732948911103,-0.002337019652777948,-0.03864809407224823,3.6703989148262957,-0.0019124190850910957,6.376397089204271e-06,9.376380827329048e-07,1.1972811001092912e-09,0.04043937881801994,0.021558944775689086,1.6522142608279776e-06
ymlfiles\Case_024_H1_T4_dir0_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.0,3.1008,0,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.028975812660815527,0.7468261814811141,0.00010499672312153774,-0.1560298129887217,0.6865042644344052,-0.0023369041011609445,-0.04193902236448696,3.6641982202998666,-0.0019353038151606035,-2.8976383901652656e-06,9.427072528600176e-07,1.267475966826234e-09,0.03964837933658916,0.02152130891044087,1.575084478086383e-06
ymlfiles\Case_025_H1_T4_dir45_heavelow_pitchlow_rolllow.yml,1,4.0,3.1008,45,low,low,low,1.0,1.0,100,300.0,150,200,0.02854364503567701,0.3506681335104888,0.4256748761871795,-0.15554641944569894,0.6783275108232389,0.008227758625585531,-0.04388218305765029,2.07574163929955,1.7021136530017607,0.00019008381663548912,6.503019916635915e-05,4.9733647410227126e-05,0.035783797809448306,0.01004180685154309,0.01182581337075255
ymlfiles\Case_026_H1_T4_dir45_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.0,3.1008,45,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.026014658491972945,0.3489883084867236,0.4234932852514244,-0.1555336357287214,0.6782811262731925,0.00828697575488418,-0.05363764449664016,2.0691553694218134,1.6937241121920494,0.00017545085287942372,6.499685085958296e-05,4.99585593213048e-05,0.0332766880530663,0.010004747122772484,0.011779589361944464
ymlfiles\Case_027_H1_T4_dir45_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.0,3.1008,45,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.028464337697818386,0.3504918302696701,0.42545681318814316,-0.1555443296770486,0.6783404515092394,0.00824017156995428,-0.04417652892570553,2.0750520107582022,1.7012583289505578,0.00018868918658873738,6.50278478245062e-05,4.9755307738065744e-05,0.03570501338237091,0.010037980363612706,0.01182123742742559
ymlfiles\Case_028_H1_T4_dir45_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.0,3.1008,45,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.027379231749782445,0.3496402800652269,0.424206369096777,-0.15553803281232415,0.6783125566477831,0.008261983912497444,-0.04836614332248422,2.071755618648802,1.696459533652515,0.00018082058524723744,6.501259132690286e-05,4.987050126196292e-05,0.03463290614729861,0.010019432564406697,0.011794821226632116
ymlfiles\Case_029_H1_T4_dir90_heavelow_pitchlow_rolllow.yml,1,4.0,3.1008,90,low,low,low,1.0,1.0,100,300.0,150,200,0.02575242360902529,0.17206640139252513,0.24389828392815127,-0.15500363191889008,0.6751550819322241,-0.0013865273640622717,-0.054825951228692466,1.3548671633742448,0.9770895621913935,1.3091361784289947e-05,-5.123790051190946e-06,-2.9183115032818945e-05,0.029958371821999008,0.004284060869955927,0.00782957696802657
ymlfiles\Case_030_H1_T4_dir90_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.0,3.1008,90,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.022695698834012897,0.16930108271195388,0.2427441944400702,-0.1549993748417976,0.675132509394555,-0.001378940143825855,-0.06659596730604925,1.3443392904727263,0.9726025682889811,8.364654076873108e-06,-5.965278489667912e-06,-2.8730545767412357e-05,0.026895817963932908,0.004246131256711497,0.007805168521492493
ymlfiles\Case_031_H1_T4_dir90_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.0,3.1008,90,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.02567066309037103,0.1719298224693138,0.24382691450043176,-0.15500328239406763,0.675154308604004,-0.0013906646804090182,-0.05513682138588863,1.3543802318226261,0.9768185551551,1.283822316783859e-05,-5.17601112930592e-06,-2.9163367158849803e-05,0.029875757614254168,0.004282290759971636,0.007828075200016259
ymlfiles\Case_032_H1_T4_dir90_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.0,3.1008,90,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.02433425894515941,0.17039028858638017,0.24311866219295095,-0.15500066343599933,0.6751425195745672,-0.0013830308531805088,-0.06025936605771484,1.3484972337081205,0.9741203328725531,1.0148635200857535e-05,-5.683188422924702e-06,-2.8922138145354848e-05,0.028536356660897946,0.004261687947301529,0.007813335029692664
ymlfiles\Case_033_H1_T4_dir135_heavelow_pitchlow_rolllow.yml,1,4.0,3.1008,135,low,low,low,1.0,1.0,100,300.0,150,200,0.02885291302218974,0.2925473117483945,0.13792577340414078,-0.1541555405916692,0.6843391222954119,0.0020542657398019324,-0.041201273061531346,1.8516419694285067,0.5542851808214588,6.890500670343169e-05,-1.4752614934373886e-06,2.3579152415372826e-05,0.03634680696951599,0.008520888899633242,0.004278607222124246
ymlfiles\Case_034_H1_T4_dir135_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.0,3.1008,135,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.02619658466902019,0.29142468319569814,0.1368252358558385,-0.154153128989767,0.6843722296808047,0.0021856581210008014,-0.05143755184076927,1.8472720742479738,0.5501004611872697,6.268485388682216e-05,-1.6760744019751178e-06,2.379472951478676e-05,0.033727348987184755,0.008495089763551011,0.004262873772355415
ymlfiles\Case_035_H1_T4_dir135_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.0,3.1008,135,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.02876460579296435,0.2924401142193945,0.1378848679003579,-0.1541552890161603,0.6843363320327033,0.0020604019418345265,-0.04154672933143476,1.851237023397791,0.5541275384690678,6.847756842158244e-05,-1.4821039630896682e-06,2.3596502136528252e-05,0.03625877659604698,0.008518494000515594,0.0042780823000155834
ymlfiles\Case_036_H1_T4_dir135_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.0,3.1008,135,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.027612046759023647,0.29186672776333944,0.13717471283118002,-0.15415312250526045,0.6843567948089454,0.0021287333664876252,-0.04599497436803361,1.8489695474834882,0.5514430122452609,6.52704457107534e-05,-1.6083663756856863e-06,2.3708051113963584e-05,0.035127329877300106,0.008505295271588357,0.0042679791675756815
ymlfiles\Case_037_H1_T4_dir180_heavelow_pitchlow_rolllow.yml,1,4.0,3.1008,180,low,low,low,1.0,1.0,100,300.0,150,200,0.03518926489507259,0.7677343080155112,0.00011939988826173992,-0.1561104531652962,0.6874240522988987,-0.002345977484195027,-0.01783593259130989,3.7471873767469006,-0.0018902803637864088,0.00025108100495472267,-4.3230185212209987e-07,6.734945138192045e-10,0.04581130272240366,0.021927557506880885,1.72734288350017e-06
ymlfiles\Case_038_H1_T4_dir180_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.0,3.1008,180,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.032674286302063385,0.7642039233560813,0.0001087504865269821,-0.15610083286421084,0.6875815567491252,-0.0023460451455572825,-0.02755299948292131,3.7333429259627966,-0.0019311301940303101,0.00022668841586297468,-4.0057050244778403e-07,8.44333221062059e-10,0.0431536902780281,0.021843959640078993,1.5945110732785825e-06
ymlfiles\Case_039_H1_T4_dir180_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.0,3.1008,180,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.03508389009133711,0.7669824714026187,0.00011904179215504015,-0.15610791963096768,0.6874270231017791,-0.0023459887359817393,-0.018243336908627145,3.7441254689728143,-0.0018920041519066308,0.0002457807960519396,-4.280933991354556e-07,7.249226902888559e-10,0.045694543644903496,0.021908495187621217,1.7225929880862593e-06
ymlfiles\Case_040_H1_T4_dir180_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.0,3.1008,180,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.03402683176092167,0.7654453777539205,0.00011227058712684804,-0.15610463293211846,0.6874913029007048,-0.0023461094769266226,-0.022326541613286316,3.738132220295233,-0.0019179059420412145,0.00023533939580292425,-4.1187935107208677e-07,8.844769992627282e-10,0.04458578539938182,0.021872877665766212,1.6394010056977668e-06
ymlfiles\Case_041_H1_T4p5_dir0_heavelow_pitchlow_rolllow.yml,1,4.5,3.4884,0,low,low,low,1.0,1.0,100,300.0,150,200,0.06160111272081234,0.7337165321511887,8.946844007047747e-05,-0.15572519990427314,0.6814073726017477,-0.002341992728772586,0.08368595423252945,3.5940958105560936,-0.0019985521333153082,-0.00023106722827606632,2.4807319908620373e-06,2.5906379259067837e-09,0.06908688240517943,0.01973298292882535,1.4284279687457886e-06
ymlfiles\Case_042_H1_T4p5_dir0_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.5,3.4884,0,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.05506785402709237,0.7288009988776711,8.318687742246174e-05,-0.15571598012413446,0.681401114950272,-0.002341261927149726,0.0585260151177108,3.574853728089577,-0.0020218102301609595,-0.0002455425009518152,2.482476741524361e-06,2.5842000564613934e-09,0.06272583112361961,0.01962420526779527,1.3402356778201814e-06
ymlfiles\Case_043_H1_T4p5_dir0_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.5,3.4884,0,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.06119672265187802,0.7328059696731746,8.932001628821155e-05,-0.15572437295551936,0.6813633411094147,-0.0023419765399091807,0.08213166022820087,3.5904370522782387,-0.0019991350948148257,-0.00023379211589071887,2.4714024301272047e-06,2.597094248986201e-09,0.06869160982157564,0.01971217423578617,1.4250533204881652e-06
ymlfiles\Case_044_H1_T4p5_dir0_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.5,3.4884,0,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.058518564765935636,0.7306436859273983,8.509225842342643e-05,-0.15572060156281464,0.681373854787474,-0.0023418216099896556,0.07182114758358668,3.5820030607924007,-0.002014955724875713,-0.00024024388096896787,2.4778001966949085e-06,2.6077653379937767e-09,0.06608589592845296,0.019664560097154712,1.3693375082188903e-06
ymlfiles\Case_045_H1_T4p5_dir45_heavelow_pitchlow_rolllow.yml,1,4.5,3.4884,45,low,low,low,1.0,1.0,100,300.0,150,200,0.06578220907422465,0.326085688536625,0.45193662894564735,-0.15537634501420935,0.6790554767672847,0.006573805505404439,0.0999336819833663,1.9741626471048037,1.795768896377351,0.000249012868860577,6.602648452712313e-05,4.383046961756705e-05,0.07215701627301267,0.008851216604481552,0.011606858775748977
ymlfiles\Case_046_H1_T4p5_dir45_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.5,3.4884,45,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.0580695065952967,0.3240107038462385,0.44845489785656006,-0.15536313129241205,0.6790380973627625,0.006612367559552739,0.07017262651301531,1.9661183221870706,1.7825591708017126,0.00023502401972385218,6.580598218624923e-05,4.403340740366021e-05,0.06441051575587618,0.00880867416705843,0.011540662070979578
ymlfiles\Case_047_H1_T4p5_dir45_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.5,3.4884,45,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.06528020961682818,0.3258985466099955,0.4516200127247375,-0.15537487910802464,0.6790584528958022,0.006590815640851002,0.0979868172265286,1.9734223558665862,1.7945775002359938,0.0002477316021211878,6.600556864465354e-05,4.384691795576656e-05,0.07165120165064116,0.008847382311285646,0.011600697777329815
ymlfiles\Case_048_H1_T4p5_dir45_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.5,3.4884,45,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.06213564862525761,0.32483639196785224,0.4496454328609971,-0.1553678063456867,0.6790493779456643,0.006587884748727649,0.08585821948530836,1.9693788707943087,1.7870259010000298,0.00024008826935777462,6.588137935066224e-05,4.394664829185767e-05,0.0684964834794569,0.008825698053157575,0.011562781030486755
ymlfiles\Case_049_H1_T4p5_dir90_heavelow_pitchlow_rolllow.yml,1,4.5,3.4884,90,low,low,low,1.0,1.0,100,300.0,150,200,0.06461463258150434,0.23000068472860155,0.21697697789628353,-0.15486262885241983,0.6762163144947724,-0.000673673221640531,0.09537055875392594,1.5818310085745093,0.8669751877578059,1.5076782030999648e-05,-7.182716958448436e-06,-3.7286379927978206e-05,0.06809505096281042,0.005431120643712802,0.006655174295212664
ymlfiles\Case_050_H1_T4p5_dir90_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.5,3.4884,90,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.05610030103502057,0.22676118328477332,0.21554768338560468,-0.1548633670943905,0.6761611578031732,-0.0008053428203807941,0.06249285866269483,1.5691936873325867,0.8611462230733467,1.240482291361311e-05,-7.865360475480081e-06,-3.6567721014947885e-05,0.05951917503380041,0.005377138682757539,0.0066279130762472984
ymlfiles\Case_051_H1_T4p5_dir90_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.5,3.4884,90,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.06409387936087697,0.22980396269781544,0.21689951595491028,-0.15486285034948122,0.6762084698522117,-0.0006840095449309366,0.09336278181585483,1.5810485820565108,0.866655096151474,1.493460832681871e-05,-7.2181959589864365e-06,-3.724579565492254e-05,0.06756882652235272,0.005427996200560288,0.006653757813237056
ymlfiles\Case_052_H1_T4p5_dir90_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.5,3.4884,90,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.06058753833445115,0.22810571620066072,0.21604952426581633,-0.1548622828835764,0.6761861476340607,-0.0007365297731494204,0.07983629733520936,1.574439130626112,0.8632582608947748,1.331035040523898e-05,-7.648597399673882e-06,-3.686989215020337e-05,0.06403846296724959,0.005399790409349443,0.006637336176758024
ymlfiles\Case_053_H1_T4p5_dir135_heavelow_pitchlow_rolllow.yml,1,4.5,3.4884,135,low,low,low,1.0,1.0,100,300.0,150,200,0.06554790350685015,0.27150892184881226,0.13388705498228123,-0.15411642241694765,0.683366730940857,0.003081256972921769,0.10020252021069673,1.762804989879959,0.536645095395907,6.121124466102693e-05,-3.12958422585171e-06,2.1265544115009455e-05,0.07076159969784906,0.0074633102365983485,0.003829084425961246
ymlfiles\Case_054_H1_T4p5_dir135_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.5,3.4884,135,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.05742405231073824,0.26941536081589523,0.13236727948312524,-0.1541219299307284,0.6834297329149983,0.0031389884793672075,0.06879670500689761,1.7548196981504927,0.5307177314325968,5.6386177259515794e-05,-3.31241621833951e-06,2.1378056020096928e-05,0.06263343450080697,0.007427913627273729,0.0038089463721452327
ymlfiles\Case_055_H1_T4p5_dir135_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.5,3.4884,135,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.06502746230492198,0.2713409007518148,0.13382900726275307,-0.1541174286623647,0.6833678950864593,0.003083471754216194,0.09816418621934245,1.7621381524027306,0.5364159796423171,6.0866541571816685e-05,-3.134663843319418e-06,2.1273944061443628e-05,0.07023880264840243,0.007460567700270315,0.0038284590161397902
ymlfiles\Case_056_H1_T4p5_dir135_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.5,3.4884,135,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.061688131340657607,0.2703055207144168,0.13289561044910692,-0.15411804266020454,0.68339779970679,0.0031180852652618572,0.08525961832690043,1.7581772923139463,0.5328138317396942,5.8290501668051006e-05,-3.2511495054084846e-06,2.133281860396846e-05,0.06690004816484212,0.007442563156704351,0.0038157615386909286
ymlfiles\Case_057_H1_T4p5_dir180_heavelow_pitchlow_rolllow.yml,1,4.5,3.4884,180,low,low,low,1.0,1.0,100,300.0,150,200,0.07352739877611737,0.7820531716863488,9.607189052345822e-05,-0.15581031011525015,0.6861995082688711,-0.002347580813819997,0.13030619984509756,3.7879080989491687,-0.0019789579416055795,0.0003154239127937728,-1.3644925885316987e-06,6.889825552896722e-10,0.08276928322098816,0.020648381353480984,1.4900115908073446e-06
