filename,Hs,Tp,Tz,Direction,Damp_Heave,Damp_Roll,Damp_Pitch,Lin_Heave,Quad_Heave,Lin_Roll,Quad_Roll,Lin_Pitch,Quad_Pitch,std Z,std pitch,std roll,max Z,max pitch,max roll,mean Z,mean pitch,mean roll,MPM Z,MPM pitch,MPM roll
ymlfiles\Case_015_H2_T6_dir180_low.yml,2,6,4.65,180,low,low,low,1,1,100,300,150,200,0.39207846584453093,3.0662528121843797,0.0003938789704795344,0.35993367433547974,13.420017152943583,-0.0007846970842008087,-0.9340756650353531,0.33915325977838506,-0.0020389429074341345,0.5743596317983696,12.232143363291224,-0.0005235786693303238
ymlfiles\Case_016_H4_T6_dir0_low.yml,4,6,4.65,0,low,low,low,1,1,100,300,150,200,0.5169305915932424,3.6019348941660985,0.00034988081656453556,0.5872423052787781,12.81529354817181,-0.0002824713026795041,-0.8918805700449711,0.11114262567900107,-0.002021605727779544,1.0942463458230063,14.161674898769808,-0.0006751820027864168
ymlfiles\Case_017_H4_T6_dir45_low.yml,4,6,4.65,45,low,low,low,1,1,100,300,150,200,0.5760802616107314,2.838140314669437,4.498159750850328,0.9673279523849487,10.463561232967102,17.322490131459972,-0.8902063905634411,0.11675968331719337,0.1222061023139933,1.3232646104962722,11.087501704949663,17.52030728081197
ymlfiles\Case_018_H4_T6_dir90_low.yml,4,6,4.65,90,low,low,low,1,1,100,300,150,200,0.5433563556766899,2.656687939007158,3.455342538738106,0.7632079720497131,8.789400758900582,14.792208987388316,-0.9092834666990085,0.14033138474296927,0.045584201631732456,1.1763278240105643,10.417899462119617,13.373069749789712
ymlfiles\Case_019_H4_T6_dir135_low.yml,4,6,4.65,135,low,low,low,1,1,100,300,150,200,0.5738732298650484,2.0559244935418906,2.1864706338608215,0.8796404600143433,9.638293381216556,9.589080160699321,-0.9132662811222945,0.36472713671914403,0.08709134988782168,1.2916315620542247,8.331446892907469,8.501076483420501
ymlfiles\Case_020_H4_T6_dir180_low.yml,4,6,4.65,180,low,low,low,1,1,100,300,150,200,0.6055943955054042,6.133375283528544,0.000540546906956231,0.9182562828063965,24.348721098577723,0.00017509493635619333,-0.9265478835299514,0.591005209601607,-0.002027457292128945,1.4023716483444904,24.392296437372657,5.3464691512057714e-05
ymlfiles\Case_021_H2_T8_dir0_low.yml,2,8,6.2,0,low,low,low,1,1,100,300,150,200,0.42938781263723924,1.7830456749238213,0.0003041689179990341,0.4634787440299988,6.807961173132591,-0.0009521693914554372,-0.9286966506982718,0.2913663337344643,-0.0020432826533911966,0.706905463843054,7.189389543167017,-0.0008798343409584292
ymlfiles\Case_022_H2_T8_dir45_low.yml,2,8,6.2,45,low,low,low,1,1,100,300,150,200,0.4650543936393083,1.3748836436419596,2.2384101586382426,0.6507200598716736,5.105148482384691,8.55296010040225,-0.9308332470545522,0.3015091493232994,0.013343993761671502,0.8408857895814326,5.5758572074971475,8.602914722159225
ymlfiles\Case_023_H2_T8_dir90_low.yml,2,8,6.2,90,low,low,low,1,1,100,300,150,200,0.4489273925428229,1.381612204914044,1.6646651278844402,0.5657407641410828,4.916323633911458,6.354183041470807,-0.9318511883295456,0.29963380827367486,0.013234747869031355,0.7774263018410673,5.61068513046886,6.3793495881960816
ymlfiles\Case_024_H2_T8_dir135_low.yml,2,8,6.2,135,low,low,low,1,1,100,300,150,200,0.456043810613461,0.8390268465856908,1.157956891232213,0.5898730158805847,3.9651237424519787,4.592124436088571,-0.9322679518646984,0.32498281136292456,0.02757852518246233,0.8051223321032701,3.5554361331154016,4.445192383774487
ymlfiles\Case_025_H2_T8_dir180_low.yml,2,8,6.2,180,low,low,low,1,1,100,300,150,200,0.48194528934450864,2.813606722484492,0.00040989337739637754,0.7039557695388794,11.149437730362381,-0.0008556146998967397,-0.9325633684615348,0.34121133400321774,-0.0020459687059426225,0.9048342440037601,11.176911946520384,-0.0004772809791277002
ymlfiles\Case_026_H4_T8_dir0_low.yml,4,8,6.2,0,low,low,low,1,1,100,300,150,200,0.719705479673362,3.2166533792076137,0.0004187264642612008,1.286339521408081,12.025227637629865,-0.00010900470609980425,-0.8877476604369261,0.0939578051543172,-0.002028056719613689,1.850343419511101,12.529659005777608,-0.00042665297798798077
ymlfiles\Case_027_H4_T8_dir45_low.yml,4,8,6.2,45,low,low,low,1,1,100,300,150,200,0.7868681419686241,2.773448904845878,4.446805841379444,1.637769103050232,10.463583431081904,17.62918782330835,-0.8815127608694463,0.08029035739409557,0.14000876982023377,2.11089726692652,10.710996534621358,17.213497033583046
ymlfiles\Case_028_H4_T8_dir90_low.yml,4,8,6.2,90,low,low,low,1,1,100,300,150,200,0.7576830300856333,2.4367568770296457,3.5186163219733824,1.399791955947876,8.7419975385134,14.336841982970856,-0.9009547354095333,0.17780511494916673,0.08664612807393958,1.978872388356812,9.550698259754414,13.531014123270833
ymlfiles\Case_029_H4_T8_dir135_low.yml,4,8,6.2,135,low,low,low,1,1,100,300,150,200,0.7683227054286891,1.930729717261846,2.367489022528465,1.4851934909820557,8.855211339100947,9.64662877332491,-0.9055802810909652,0.35553905623745036,0.11582236158594393,2.0160079289141826,7.774539737890322,9.143951859014681
ymlfiles\Case_030_H4_T8_dir180_low.yml,4,8,6.2,180,low,low,low,1,1,100,300,150,200,0.8070821842367828,5.738916607594071,0.000598955960653175,1.7247507572174072,23.05515840185818,0.00014362513886795295,-0.9059095421139609,0.5100534749188648,-0.002031989059209327,2.165204878781652,22.59359794634179,0.00025858244603859173
ymlfiles\Case_031_H2_T10_dir0_low.yml,2,10,7.75,0,low,low,low,1,1,100,300,150,200,0.4631647771141533,1.3609642876588661,0.00025846990731440936,0.49790048599243164,5.445897655453342,-0.0009783819724542636,-0.9320920620076221,0.29586345280520243,-0.002047368159986404,0.8139136486982046,5.544705507770804,-0.0010615840999319275
ymlfiles\Case_032_H2_T10_dir45_low.yml,2,10,7.75,45,low,low,low,1,1,100,300,150,200,0.4923871514226215,1.0726337442393505,1.7746888308628597,0.7044845819473267,5.486006660693772,7.789114432310337,-0.9325771535824329,0.3049276237977447,0.0038004491931995375,0.9241227966250746,4.410115704068209,6.795513006447813
ymlfiles\Case_033_H2_T10_dir90_low.yml,2,10,7.75,90,low,low,low,1,1,100,300,150,200,0.4811679224657835,1.0872933235729256,1.3683983134001065,0.6133329272270203,4.7318457739581135,6.266043719100024,-0.9334120626997638,0.3156839986301458,0.01659015960003583,0.8805641941903445,4.486404580763838,5.22614682823968
ymlfiles\Case_034_H2_T10_dir135_low.yml,2,10,7.75,135,low,low,low,1,1,100,300,150,200,0.48601773035731743,0.6484625614563034,0.9885631672574234,0.6354365944862366,3.7319888955119334,4.311244005529198,-0.9340903802884939,0.32800408146613774,0.026036223238469314,0.898697014930643,2.814401739245348,3.7816398737559678
ymlfiles\Case_035_H2_T10_dir180_low.yml,2,10,7.75,180,low,low,low,1,1,100,300,150,200,0.505787218763861,2.1409524672079843,0.00034023200183678484,0.7646992206573486,10.068263180978967,-0.0007723672357991219,-0.9342715204715097,0.32643639229661137,-0.002051991687318023,0.9744824516069062,8.548930385158503,-0.0007522353020583275
ymlfiles\Case_036_H4_T10_dir0_low.yml,4,10,7.75,0,low,low,low,1,1,100,300,150,200,0.8225871658626064,2.4728843433246843,0.00041285624884303295,1.4816017150878906,8.909457555262835,0.0008576880087385007,-0.893899814624976,0.12458217177235441,-0.002036446116854235,2.199358129463769,9.640229187713073,-0.00046140157459251046
ymlfiles\Case_037_H4_T10_dir45_low.yml,4,10,7.75,45,low,low,low,1,1,100,300,150,200,0.8849734328293528,2.1358093672576723,3.5648210144561934,1.848788857460022,10.350641984287511,15.780117303655205,-0.8835898218695519,0.11651887976578182,0.07033899801351272,2.447051665689715,8.271900137273732,13.718385415663738
ymlfiles\Case_038_H4_T10_dir90_low.yml,4,10,7.75,90,low,low,low,1,1,100,300,150,200,0.8588614751834153,1.9942865483071925,2.829179332647247,1.6665552854537964,7.833310878882197,13.838216829218771,-0.8957413240486082,0.21643953685332093,0.07568062793955534,2.3354706680767374,7.865857782219117,10.83529292890718
ymlfiles\Case_039_H4_T10_dir135_low.yml,4,10,7.75,135,low,low,low,1,1,100,300,150,200,0.8618683673748191,1.5109875035409763,1.9931158611606543,1.7060962915420532,8.013221476714918,9.061298636927742,-0.9174238070913511,0.35737988897299516,0.10232151922951101,2.326643032486151,6.142768203101298,7.659799914202067
ymlfiles\Case_040_H4_T10_dir180_low.yml,4,10,7.75,180,low,low,low,1,1,100,300,150,200,0.9055336723438915,4.434530110366185,0.000520417820810959,1.9633432626724243,20.390483040582765,5.890261717038271e-05,-0.8992232764732576,0.36044703245101434,-0.0020460176461632442,2.511410910650351,17.371141774004197,-6.119226688138359e-05
ymlfiles\Case_041_H2_T12_dir0_low.yml,2,12,9.3,0,low,low,low,1,1,100,300,150,200,0.4801461442667643,1.0098044138118145,0.0002171211620468491,0.6223600506782532,4.799417262303873,-0.000996749465873995,-0.93359616367226,0.2928931550156527,-0.002050168188103687,0.8593005749567147,4.180671262915608,-0.0012234594977712848
ymlfiles\Case_042_H2_T12_dir45_low.yml,2,12,9.3,45,low,low,low,1,1,100,300,150,200,0.5009997799044914,0.8167376218346707,1.3764556847173894,0.7800271511077881,4.18627544938006,5.518269913011974,-0.9343974008579355,0.3089920713714094,-0.001155723224672888,0.9396027783649051,3.4296533351659004,5.257158704519791
ymlfiles\Case_043_H2_T12_dir90_low.yml,2,12,9.3,90,low,low,low,1,1,100,300,150,200,0.4933372232152549,0.8479498314619146,1.0807931208884038,0.6868223547935486,3.3060992800049585,4.318577921150499,-0.9346368833211753,0.32727258893868977,0.019454813206717592,0.9096072812483047,3.577309979489392,4.126210959464472
ymlfiles\Case_044_H2_T12_dir135_low.yml,2,12,9.3,135,low,low,low,1,1,100,300,150,200,0.4977509086903324,0.4985543286717916,0.796730576120152,0.6977381706237793,2.58208876925644,3.509335400740096,-0.9355655836707992,0.3313327833618715,0.0274460985428183,0.9253012730522381,2.236875240981254,3.0457133177431017
ymlfiles\Case_045_H2_T12_dir180_low.yml,2,12,9.3,180,low,low,low,1,1,100,300,150,200,0.5124258353282983,1.6123346887211634,0.0002820355281581989,0.8264504671096802,6.422029018043837,-0.0009055594159982999,-0.9356515321656264,0.31633523160405197,-0.002054230134865284,0.981586790784439,6.500413655641013,-0.0009770449400789962
ymlfiles\Case_046_H4_T12_dir0_low.yml,4,12,9.3,0,low,low,low,1,1,100,300,150,200,0.8867902317745121,1.9344736667672708,0.00036871239697968696,1.8683172464370728,7.901858657392445,0.0009651774542129567,-0.8873917969052362,0.0958286652978877,-0.0020404556028674825,2.4166849524322873,7.510562057252618,-0.000633371145769928
ymlfiles\Case_047_H4_T12_dir45_low.yml,4,12,9.3,45,low,low,low,1,1,100,300,150,200,0.9385704319408663,1.6559941060354453,2.802696892508557,2.252647638320923,8.91046073929718,11.344372183048192,-0.8806390504499205,0.11977673159567023,0.04218913854714319,2.6223833451362077,6.423567037477937,10.752487616048581
ymlfiles\Case_048_H4_T12_dir90_low.yml,4,12,9.3,90,low,low,low,1,1,100,300,150,200,0.9152203073393262,1.594302433181073,2.271678307528014,2.0230963230133057,5.848619269295633,9.731918199264506,-0.8933635145574516,0.22686721578124336,0.07637748270233449,2.5182966197903256,6.337945662613972,8.698045957087123
ymlfiles\Case_049_H4_T12_dir135_low.yml,4,12,9.3,135,low,low,low,1,1,100,300,150,200,0.9177472418086946,1.1929600280459953,1.6536652129180136,1.9570683240890503,6.242223007482782,7.852636899138749,-0.9188626875354647,0.3495217205801977,0.07456220937001627,2.5048064354644692,4.9037832312942955,6.324875500203878
ymlfiles\Case_050_H4_T12_dir180_low.yml,4,12,9.3,180,low,low,low,1,1,100,300,150,200,0.9555614549053387,3.4002578236127476,0.0004318640738920149,2.355109453201294,13.842875872006365,-0.0002851821278047271,-0.8866341386797753,0.240775321206215,-0.0020483397674856446,2.681491728438607,13.261180733127672,-0.0004022763436078872
ymlfiles\Case_051_H2_T4_dir0_linhigh.yml,2,4,3.1,0,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.11698600810603346,1.7074261327881723,0.00010795495364694302,-0.5461679697036743,6.205745101559859,-0.001088933465855196,-0.9411797508658082,0.3043517703486671,-0.0020351458041751496,-0.4838503946540759,7.083399355464378,-0.00161066521254548
ymlfiles\Case_052_H2_T4_dir45_linhigh.yml,2,4,3.1,45,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.125281694159027,0.768309281572436,1.185859520828708,-0.5208994746208191,3.0461224299569976,4.5690640099033155,-0.9406955227272378,0.31941174312923204,0.005055117186306254,-0.45216373734416654,3.364969480387172,4.691121143877889
ymlfiles\Case_053_H2_T4_dir90_linhigh.yml,2,4,3.1,90,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.11063679352315264,0.7510270825244544,0.7160885176035284,-0.5885102152824402,3.089801062812406,2.727944257330889,-0.9408517225191549,0.2972472636968936,-0.007677358320469184,-0.5106293904292686,3.2491020119876866,2.8459819614021304
ymlfiles\Case_054_H2_T4_dir135_linhigh.yml,2,4,3.1,135,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.12162668008911733,0.5823490250545086,0.3965354953770709,-0.492195188999176,2.615006225631082,1.6654545441956916,-0.9385838123794507,0.30981017888528944,0.0018445349042070297,-0.463734359312489,2.6307224196213634,1.5805606855763603
ymlfiles\Case_055_H2_T4_dir180_linhigh.yml,2,4,3.1,180,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.14408185259444065,1.8673895158120373,0.00011998423775923127,-0.45000192523002625,7.308848827047244,-0.0010383292429624396,-0.9418023121081016,0.3100272008005719,-0.0020337428219117906,-0.37835690601411553,7.712092535015309,-0.001564368225540912
ymlfiles\Case_056_H4_T4_dir0_linhigh.yml,4,4,3.1,0,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.18919410321991667,3.246716373063307,0.00017962530536306468,-0.30551788210868835,11.816966632099714,-0.0010951851274970908,-0.9423774462099429,0.24785249090267752,-0.0020082236841827356,-0.20137145595949946,13.143020100963547,-0.0013032709903807674
ymlfiles\Case_057_H4_T4_dir45_linhigh.yml,4,4,3.1,45,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.20692516251857987,1.5894039916353593,2.427668093180085,-0.30757996439933777,6.200242957296591,9.616727058912241,-0.9466780030073391,0.32997379761883805,0.036600432523578245,-0.13816568530062745,6.623747445791915,9.624554866853373
ymlfiles\Case_058_H4_T4_dir90_linhigh.yml,4,4,3.1,90,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.17393515806845086,1.570676705741114,1.4859419673927485,-0.402896523475647,6.474363635011767,5.786323248310063,-0.9498151978326065,0.2774672329643444,0.009014464794983586,-0.2728506519626436,6.450863744787816,5.926585352043247
ymlfiles\Case_059_H4_T4_dir135_linhigh.yml,4,4,3.1,135,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.20158627583630012,1.231116011830665,0.8824589829300427,-0.25345757603645325,5.620943451049721,3.9565962512732176,-0.94274820825292,0.34866025851919585,0.02480047158803587,-0.15450041757883037,5.2470541856420985,3.5307683626077875
ymlfiles\Case_060_H4_T4_dir180_linhigh.yml,4,4,3.1,180,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.24881677261671534,3.7922949979724243,0.00025166675336862286,-0.16554121673107147,14.876544748165047,-0.00045159732738187403,-0.9529067650329736,0.37948156753375084,-0.0020048787933166076,0.02208795700599875,15.401903929321996,-0.0010258709843283791
ymlfiles\Case_061_H2_T6_dir0_linhigh.yml,2,6,4.65,0,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.319113020392748,1.950265575320668,0.00024655519108976454,0.011348564177751541,7.258898799873295,-0.0010212481421349544,-0.9328379993264443,0.29742553837402697,-0.0020373360933524636,0.29345007101684206,7.910255801659333,-0.0010879476788751299
ymlfiles\Case_062_H2_T6_dir45_linhigh.yml,2,6,4.65,45,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.3526228376083235,1.3001085691727094,2.125693692769805,0.2275308519601822,5.575676799212284,8.498182837032395,-0.9343192344709345,0.31572912135067216,0.012199112869401516,0.4206772895181582,5.34941303259136,8.238339676987918
ymlfiles\Case_063_H2_T6_dir90_linhigh.yml,2,6,4.65,90,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.33263676867145336,1.3875782514036756,1.4375218108094279,0.12592361867427826,5.32078395778434,6.008577177015455,-0.9348132763072456,0.28922473013442734,0.0024245203621676903,0.3427353252517997,5.658188042371308,5.553686782837478
ymlfiles\Case_064_H2_T6_dir135_linhigh.yml,2,6,4.65,135,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.3446354359902523,0.8404383189990585,0.9364728824132543,0.2131010890007019,4.381133916211353,4.088705770199605,-0.9335926820775513,0.31609534536095135,0.01775075763856315,0.3909898612855156,3.584145971514734,3.619407372098334
ymlfiles\Case_065_H2_T6_dir180_linhigh.yml,2,6,4.65,180,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.37249995630074645,2.878462123052201,0.0003522782468295742,0.31244972348213196,12.78980157464203,-0.0008515215993967321,-0.9347882401129332,0.3323578037327516,-0.0020398918083676717,0.49760829233212867,11.504966174176293,-0.0006841839300257319
ymlfiles\Case_066_H4_T6_dir0_linhigh.yml,4,6,4.65,0,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.4964657678911953,3.478396892708996,0.0003213322031566215,0.5504664778709412,12.366743926319671,0.00037930449724432906,-0.8943274213220747,0.12201194694030291,-0.002018126155202133,1.012846832834383,13.700762200053672,-0.0007813618377181877
ymlfiles\Case_067_H4_T6_dir45_linhigh.yml,4,6,4.65,45,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.5559569305500787,2.6814238050593837,4.248572329777462,0.9118733406066895,10.111359113320809,16.610483891621165,-0.8934371571221646,0.14458238963549885,0.10441270703053478,1.2422611932104726,10.517010815926824,16.551310390766993
ymlfiles\Case_068_H4_T6_dir90_linhigh.yml,4,6,4.65,90,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.5242578495082053,2.544605532361686,3.208152100497904,0.7218100428581238,8.57380583774913,13.76680634767264,-0.9118904421228456,0.15893817700569227,0.035327468753365975,1.099799327642537,10.009901380808266,12.417161510090962
ymlfiles\Case_069_H4_T6_dir135_linhigh.yml,4,6,4.65,135,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.5516872302365725,1.929427025468098,2.0245629616935683,0.8246150612831116,9.183994447630559,8.985994947554705,-0.9162269075309172,0.35751794718739915,0.0797912579516146,1.2028885002128709,7.842190894454861,7.874552576785072
ymlfiles\Case_070_H4_T6_dir180_linhigh.yml,4,6,4.65,180,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.5844946778928861,5.836288010796079,0.00048755575253001983,0.8622784614562988,23.507747226830734,-0.0001649970854068784,-0.9292677222891583,0.5591456129151334,-0.002033028090008016,1.3179443779988287,23.22042579161626,-0.00015649292048119674
ymlfiles\Case_071_H2_T8_dir0_linhigh.yml,2,8,6.2,0,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.41600575278865765,1.6915669181635944,0.00027359501523439535,0.4250778555870056,6.494256987856252,-0.0010564325376281125,-0.9296296597568594,0.29336892625191197,-0.002042933429515325,0.6543784293424442,6.843838717342361,-0.0009955317628123671
ymlfiles\Case_072_H2_T8_dir45_linhigh.yml,2,8,6.2,45,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.4510460160039257,1.2781843379840012,2.0748889152745726,0.6116353869438171,4.831501222156362,8.180938479331873,-0.9317399829156008,0.30477582084673094,0.010421374512236953,0.7850112176589867,5.20943699617192,7.978650427084106
ymlfiles\Case_073_H2_T8_dir90_linhigh.yml,2,8,6.2,90,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.43570885541895366,1.2827298945067227,1.5444473789361621,0.5266553163528442,4.659800084819173,5.946201755080782,-0.9324646676578028,0.3021235179445276,0.010875830174033181,0.7255839374519388,5.237744990155043,5.918323405005929
ymlfiles\Case_074_H2_T8_dir135_linhigh.yml,2,8,6.2,135,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.441541817953862,0.7951202564892962,1.0666409259992158,0.5462278127670288,3.809715167606209,4.369537962547964,-0.9328397986701997,0.3234553243691759,0.025288585798731767,0.7475708589400716,3.3851072105922,4.095498961885176
ymlfiles\Case_075_H2_T8_dir180_linhigh.yml,2,8,6.2,180,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.4663577970163793,2.633947091173442,0.0003698700618843855,0.6640791893005371,10.538607936472616,-0.0009588190708652806,-0.9331923242696333,0.33558861142338714,-0.002047725314251384,0.8433171149742146,10.487977096575172,-0.0006319543526707913
ymlfiles\Case_076_H4_T8_dir0_linhigh.yml,4,8,6.2,0,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.7009916946432265,3.085878732427426,0.0003882553078592589,1.2470669746398926,11.710862204664505,-0.00035883930740553864,-0.8892436855785617,0.10588083929270588,-0.002023224149455137,1.7763181680840392,12.040519124595376,-0.0005378804954247363
ymlfiles\Case_077_H4_T8_dir45_linhigh.yml,4,8,6.2,45,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.7687514264176322,2.6150775008256817,4.179897265952158,1.588605523109436,10.18055063716033,16.811318773976218,-0.8840742928776958,0.10337087808548759,0.1215454241246563,2.038558697207927,10.133171739918355,16.176390958327254
ymlfiles\Case_078_H4_T8_dir90_linhigh.yml,4,8,6.2,90,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.7397396291139587,2.3122641059785796,3.2925627706205858,1.3554426431655884,8.33767680663168,13.718387990420066,-0.9033285214647901,0.1904721050051844,0.07043220143718198,1.906584134940419,9.089641883332684,12.658605516729086
ymlfiles\Case_079_H4_T8_dir135_linhigh.yml,4,8,6.2,135,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.7486866086523719,1.8216797954410688,2.2121009404292784,1.4354313611984253,8.494518440542683,9.272155968116145,-0.9083779043379078,0.35074641552888586,0.10287816730506251,1.9373972182608261,7.354243505628263,8.540870937950523
ymlfiles\Case_080_H4_T8_dir180_linhigh.yml,4,8,6.2,180,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.7887175028200443,5.430581376270876,0.0005529808621564737,1.6841330528259277,22.08292536973647,-0.00014534705555028487,-0.9091788935445554,0.48458744657863195,-0.0020360025901139424,2.0902602942288095,21.396187305761256,7.807553563757546e-05
ymlfiles\Case_081_H2_T10_dir0_linhigh.yml,2,10,7.75,0,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.45366760831547875,1.2854788903130738,0.000235536610011003,0.47493720054626465,5.1806532354514205,-0.0010816317835240941,-0.9324688537831882,0.29744057323112855,-0.002047126228455921,0.77604051200118,5.2571154426944,-0.0011493254947437426
ymlfiles\Case_082_H2_T10_dir45_linhigh.yml,2,10,7.75,45,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.48220191872129275,1.0019830399610015,1.6516146435647392,0.6748557090759277,5.127404653795177,7.103999074120692,-0.9330847478984191,0.3067047057081715,0.0025885364810482644,0.8834165276604661,4.142358232889684,6.326138196871698
ymlfiles\Case_083_H2_T10_dir90_linhigh.yml,2,10,7.75,90,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.47166338409907543,1.0073958406166872,1.2820101330295244,0.5855905413627625,4.425777740173849,5.760444942205354,-0.9336331645760594,0.3165869439801447,0.014709731190027628,0.8428565582840761,4.18301734839907,4.897535335294784
ymlfiles\Case_084_H2_T10_dir135_linhigh.yml,2,10,7.75,135,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.47594104539397514,0.6225908891678933,0.9193639830447066,0.601162850856781,3.49045398310983,3.995717013518112,-0.9344027668778897,0.32669541209393504,0.02443194462284428,0.8586179075850952,2.7147239184182257,3.5180315456698468
ymlfiles\Case_085_H2_T10_dir180_linhigh.yml,2,10,7.75,180,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.49460204145083936,2.010996762723524,0.0003094264574827998,0.7341703772544861,9.263840212801654,-0.0008979473652689391,-0.934724425737161,0.3233403726014085,-0.0020526014702887526,0.9298964958488842,8.05032733107019,-0.0008707485875613949
ymlfiles\Case_086_H4_T10_dir0_linhigh.yml,4,10,7.75,0,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.80813105819037,2.3800200699650964,0.000383315758873837,1.457105278968811,8.638268309362063,0.0008959098561400061,-0.8949387740389914,0.1327213172447688,-0.0020356553062181666,2.142491110405083,9.301485538034113,-0.0005738641894955042
ymlfiles\Case_087_H4_T10_dir45_linhigh.yml,4,10,7.75,45,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.8703776215370933,2.0320895380913995,3.360614832361953,1.8261051177978516,10.10328412217456,14.845216377989491,-0.8844706223190943,0.12612009094281623,0.059907885690049956,2.389871977036,7.886183224372786,12.922678141604235
ymlfiles\Case_088_H4_T10_dir90_linhigh.yml,4,10,7.75,90,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.8443298826302464,1.8806756844919499,2.684735648338081,1.642297625541687,7.440450350654111,12.942586076186046,-0.8976497400926929,0.22148517357773534,0.06363357581491332,2.2775583087443847,7.4376358589378,10.273403118462063
ymlfiles\Case_089_H4_T10_dir135_linhigh.yml,4,10,7.75,135,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.846671380745592,1.443855615254118,1.8866755651791687,1.665799856185913,7.428403604505501,8.467178900842415,-0.9192925450346722,0.3548435821793601,0.0930870443418396,2.2658655822864406,5.882941163328287,7.245841924301681
ymlfiles\Case_090_H4_T10_dir180_linhigh.yml,4,10,7.75,180,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.8905019224118266,4.200186779013111,0.0004842832114905483,1.9379605054855347,19.37303586370286,-0.0003477020011116685,-0.9018068312954656,0.34924005438735306,-0.0020498406173642073,2.4498379542470836,16.466577235554464,-0.00020469563604284032
ymlfiles\Case_091_H2_T12_dir0_linhigh.yml,2,12,9.3,0,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.4735180235791965,0.9532283596090849,0.00019725068713143416,0.6096216440200806,4.67324488531352,-0.0011099924515130194,-0.9337924610580421,0.2938094102005646,-0.0020526288323263545,0.8327951390277439,3.965557343514839,-0.0013018732261227532
ymlfiles\Case_092_H2_T12_dir45_linhigh.yml,2,12,9.3,45,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.4939225362840949,0.7660571030901753,1.2845944400106772,0.764627993106842,4.038083396279232,5.270771605134215,-0.9346179883263456,0.3095103698521319,-0.0013764328740530879,0.9109564963410238,3.2361200353050976,4.905557940157567
ymlfiles\Case_093_H2_T12_dir90_linhigh.yml,2,12,9.3,90,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.4866876447698655,0.7844068013488613,1.0195197830524336,0.6684276461601257,3.1542415497539493,4.151692494064992,-0.934766796548366,0.32751863710185986,0.018673682147642867,0.8824338837983313,3.3342713874080294,3.891817681712099
ymlfiles\Case_094_H2_T12_dir135_linhigh.yml,2,12,9.3,135,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.49083485935943105,0.4821971734545537,0.7457360550956882,0.6825417280197144,2.4896547520016,3.311419997368398,-0.9357728074112388,0.3306230383373016,0.026501842505739445,0.8977746087104841,2.174495674888985,2.850374078225864
ymlfiles\Case_095_H2_T12_dir180_linhigh.yml,2,12,9.3,180,linhigh,linhigh,linhigh,6.5,1,300,300,325,200,0.5047009677211656,1.5184912090968306,0.0002559876119036645,0.8123432397842407,6.27539680939471,-0.0010301692012867907,-0.9360227904073078,0.3151361248340963,-0.002054193899578649,0.95070124645291,6.138519512980949,-0.0010765835415880104
