filename,Hs,Tp,Tz,Direction,Damp_Heave,Damp_Roll,Damp_Pitch,Lin_Heave,Quad_Heave,Lin_Roll,Quad_Roll,Lin_Pitch,Quad_Pitch,Std Z,Std pitch,Std roll,Mean Z,Mean pitch,Mean roll,MPM Z,MPM pitch,MPM roll
ymlfiles\Case_001_H1_T3p5_dir0_heavelow_pitchlow_rolllow.yml,1,3.5,2.7132,0,low,low,low,1.0,1.0,100,300.0,150,200,0.014981687082813147,0.6751739497713486,0.00017280328615984573,-0.155892735286203,0.6844052422628657,-0.002331098692618786,-0.09594228118021189,3.390855982311396,-0.0016727817110813892
ymlfiles\Case_002_H1_T3p5_dir0_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,3.5,2.7132,0,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.014646596142819119,0.6724264660267556,0.00015770207170699626,-0.15588164208928218,0.6841567138134065,-0.0023314415126540577,-0.09723800933912513,3.3796484843222694,-0.001729735474949551
ymlfiles\Case_003_H1_T3p5_dir0_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,3.5,2.7132,0,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.01498386061312906,0.6746387009884244,0.00017255951381841257,-0.15589222600857586,0.684348128411321,-0.002331115499623261,-0.0959305780713697,3.388489509452111,-0.001674048070965131
ymlfiles\Case_004_H1_T3p5_dir0_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,3.5,2.7132,0,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.0148466552272944,0.6734342524973244,0.00016227599088321858,-0.15588882706518675,0.6842425622189569,-0.002331322409093535,-0.09646266809127113,3.3836652003385668,-0.0017121901866195082
ymlfiles\Case_005_H1_T3p5_dir45_heavelow_pitchlow_rolllow.yml,1,3.5,2.7132,45,low,low,low,1.0,1.0,100,300.0,150,200,0.011490111296902852,0.31080482013745603,0.3516833853375659,-0.15553329186044057,0.6756665276566285,0.00433023369993243,-0.10982688959530158,1.9205722762529565,1.4112318894466005
ymlfiles\Case_006_H1_T3p5_dir45_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,3.5,2.7132,45,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.01116117265477672,0.30920690181907007,0.3500500213918655,-0.15552471508845866,0.6756237150805399,0.00435577258023343,-0.11110023969720817,1.9142051362756392,1.4049280654138727
ymlfiles\Case_007_H1_T3p5_dir45_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,3.5,2.7132,45,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.01148630058761582,0.3106464493305976,0.35153982233330505,-0.15553271366525334,0.6756716120078046,0.004327966147672695,-0.10984252867079569,1.9199684836773856,1.410655301250206
ymlfiles\Case_008_H1_T3p5_dir45_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,3.5,2.7132,45,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.011350117595885115,0.3098288902333379,0.3505848363983051,-0.15552845068768623,0.6756475068333468,0.00435623167061705,-0.11036536523218507,1.9166950286743223,1.406980478550388
ymlfiles\Case_009_H1_T3p5_dir90_heavelow_pitchlow_rolllow.yml,1,3.5,2.7132,90,low,low,low,1.0,1.0,100,300.0,150,200,0.007981868601365868,0.11549646437090959,0.21823093648606307,-0.15510211794838874,0.675478397764577,-0.00014285684075587523,-0.12332717121660426,1.1322620814540134,0.8807783165423116
ymlfiles\Case_010_H1_T3p5_dir90_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,3.5,2.7132,90,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.007661345564149589,0.11255653484455458,0.2171142650666436,-0.1550989639849352,0.6754794133162036,-0.00011900488659012898,-0.12455321468877982,1.1210771745034773,0.8764656135096026
ymlfiles\Case_011_H1_T3p5_dir90_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,3.5,2.7132,90,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.007977414368671982,0.11539087364515324,0.2181590419535677,-0.15510175654080016,0.6754792402760922,-0.000146970904690298,-0.1233430900607065,1.1318570272311623,0.8804996387493004
ymlfiles\Case_012_H1_T3p5_dir90_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,3.5,2.7132,90,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.007836070388380387,0.11371326580798118,0.21746836388025756,-0.15509991768215484,0.675478531651644,-0.00012866610094596826,-0.1238805826412975,1.1254739187742944,0.8778544947857962
ymlfiles\Case_013_H1_T3p5_dir135_heavelow_pitchlow_rolllow.yml,1,3.5,2.7132,135,low,low,low,1.0,1.0,100,300.0,150,200,0.012875342528893781,0.26605786190397895,0.11976655319119829,-0.1542652127496671,0.684133259446819,0.0029137485928035795,-0.10290698061738573,1.7512957163132434,0.485611283738401
ymlfiles\Case_014_H1_T3p5_dir135_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,3.5,2.7132,135,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.012585678394246801,0.2650397593367321,0.11878309710368795,-0.15426546406799774,0.6841388688804991,0.0030202313668597548,-0.10404726780719686,1.747344887339155,0.4819982127809423
ymlfiles\Case_015_H1_T3p5_dir135_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,3.5,2.7132,135,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.012868818715567235,0.265969011936174,0.11973091980277216,-0.15426567863881377,0.6841300585828209,0.0029175076512233137,-0.1029334692331869,1.7509574271736001,0.4854802532186455
ymlfiles\Case_016_H1_T3p5_dir135_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,3.5,2.7132,135,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.0127476536036063,0.26543858558486116,0.11908466900199402,-0.15426500709979032,0.6841380553872858,0.002973391422349578,-0.10340609523657943,1.7488803068698766,0.48306281202359075
ymlfiles\Case_017_H1_T3p5_dir180_heavelow_pitchlow_rolllow.yml,1,3.5,2.7132,180,low,low,low,1.0,1.0,100,300.0,150,200,0.018398094416996247,0.6778687515474249,0.00016965969846701142,-0.15607925506336234,0.6853029329544866,-0.002341506667303089,-0.08266431452633768,3.4023378370706228,-0.0016964655984946478
ymlfiles\Case_018_H1_T3p5_dir180_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,3.5,2.7132,180,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.017907431805640348,0.6753153300337342,0.00015879198040955313,-0.1560662147931524,0.6853981337252079,-0.0023407445660743034,-0.0845920034651273,3.3924717736129835,-0.0017358598612625996
ymlfiles\Case_019_H1_T3p5_dir180_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,3.5,2.7132,180,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.018383515649833992,0.67733067321881,0.0001698781896702264,-0.15607944892346556,0.685264361319343,-0.0023413972200754807,-0.08272589896998991,3.400142538787942,-0.0016954280806424091
ymlfiles\Case_020_H1_T3p5_dir180_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,3.5,2.7132,180,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.018181025624491434,0.6762070044759539,0.0001623530105480978,-0.1560741484129871,0.6853268574392337,-0.002341345483861385,-0.08351427568918829,3.3958654357862024,-0.0017239649400643067
ymlfiles\Case_021_H1_T4_dir0_heavelow_pitchlow_rolllow.yml,1,4.0,3.1008,0,low,low,low,1.0,1.0,100,300.0,150,200,0.029884900844748697,0.7490952068613904,0.00011114690432868455,-0.15603434602848443,0.6866183235691289,-0.0023370546020341524,-0.03842951648068828,3.6733591812814894,-0.0019124183957299026
ymlfiles\Case_022_H1_T4_dir0_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.0,3.1008,0,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.027884896941793042,0.7455126093353944,0.00010294830380528778,-0.1560242173784903,0.6864488174936054,-0.002336828948446541,-0.046141099170810884,3.658905388896801,-0.0019427262080810126
ymlfiles\Case_023_H1_T4_dir0_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.0,3.1008,0,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.029826613074291113,0.7483806770709217,0.00011110669982589627,-0.1560334039429176,0.6865732948911103,-0.002337019652777948,-0.03864809407224823,3.6703989148262957,-0.0019124190850910957
ymlfiles\Case_024_H1_T4_dir0_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.0,3.1008,0,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.028975812660815527,0.7468261814811141,0.00010499672312153774,-0.1560298129887217,0.6865042644344052,-0.0023369041011609445,-0.04193902236448696,3.6641982202998666,-0.0019353038151606035
ymlfiles\Case_025_H1_T4_dir45_heavelow_pitchlow_rolllow.yml,1,4.0,3.1008,45,low,low,low,1.0,1.0,100,300.0,150,200,0.02854364503567701,0.3506681335104888,0.4256748761871795,-0.15554641944569894,0.6783275108232389,0.008227758625585531,-0.04388218305765029,2.07574163929955,1.7021136530017607
ymlfiles\Case_026_H1_T4_dir45_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.0,3.1008,45,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.026014658491972945,0.3489883084867236,0.4234932852514244,-0.1555336357287214,0.6782811262731925,0.00828697575488418,-0.05363764449664016,2.0691553694218134,1.6937241121920494
ymlfiles\Case_027_H1_T4_dir45_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.0,3.1008,45,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.028464337697818386,0.3504918302696701,0.42545681318814316,-0.1555443296770486,0.6783404515092394,0.00824017156995428,-0.04417652892570553,2.0750520107582022,1.7012583289505578
ymlfiles\Case_028_H1_T4_dir45_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.0,3.1008,45,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.027379231749782445,0.3496402800652269,0.424206369096777,-0.15553803281232415,0.6783125566477831,0.008261983912497444,-0.04836614332248422,2.071755618648802,1.696459533652515
ymlfiles\Case_029_H1_T4_dir90_heavelow_pitchlow_rolllow.yml,1,4.0,3.1008,90,low,low,low,1.0,1.0,100,300.0,150,200,0.02575242360902529,0.17206640139252513,0.24389828392815127,-0.15500363191889008,0.6751550819322241,-0.0013865273640622717,-0.054825951228692466,1.3548671633742448,0.9770895621913935
ymlfiles\Case_030_H1_T4_dir90_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.0,3.1008,90,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.022695698834012897,0.16930108271195388,0.2427441944400702,-0.1549993748417976,0.675132509394555,-0.001378940143825855,-0.06659596730604925,1.3443392904727263,0.9726025682889811
ymlfiles\Case_031_H1_T4_dir90_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.0,3.1008,90,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.02567066309037103,0.1719298224693138,0.24382691450043176,-0.15500328239406763,0.675154308604004,-0.0013906646804090182,-0.05513682138588863,1.3543802318226261,0.9768185551551
ymlfiles\Case_032_H1_T4_dir90_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.0,3.1008,90,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.02433425894515941,0.17039028858638017,0.24311866219295095,-0.15500066343599933,0.6751425195745672,-0.0013830308531805088,-0.06025936605771484,1.3484972337081205,0.9741203328725531
ymlfiles\Case_033_H1_T4_dir135_heavelow_pitchlow_rolllow.yml,1,4.0,3.1008,135,low,low,low,1.0,1.0,100,300.0,150,200,0.02885291302218974,0.2925473117483945,0.13792577340414078,-0.1541555405916692,0.6843391222954119,0.0020542657398019324,-0.041201273061531346,1.8516419694285067,0.5542851808214588
ymlfiles\Case_034_H1_T4_dir135_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.0,3.1008,135,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.02619658466902019,0.29142468319569814,0.1368252358558385,-0.154153128989767,0.6843722296808047,0.0021856581210008014,-0.05143755184076927,1.8472720742479738,0.5501004611872697
ymlfiles\Case_035_H1_T4_dir135_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.0,3.1008,135,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.02876460579296435,0.2924401142193945,0.1378848679003579,-0.1541552890161603,0.6843363320327033,0.0020604019418345265,-0.04154672933143476,1.851237023397791,0.5541275384690678
ymlfiles\Case_036_H1_T4_dir135_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.0,3.1008,135,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.027612046759023647,0.29186672776333944,0.13717471283118002,-0.15415312250526045,0.6843567948089454,0.0021287333664876252,-0.04599497436803361,1.8489695474834882,0.5514430122452609
ymlfiles\Case_037_H1_T4_dir180_heavelow_pitchlow_rolllow.yml,1,4.0,3.1008,180,low,low,low,1.0,1.0,100,300.0,150,200,0.03518926489507259,0.7677343080155112,0.00011939988826173992,-0.1561104531652962,0.6874240522988987,-0.002345977484195027,-0.01783593259130989,3.7471873767469006,-0.0018902803637864088
ymlfiles\Case_038_H1_T4_dir180_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.0,3.1008,180,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.032674286302063385,0.7642039233560813,0.0001087504865269821,-0.15610083286421084,0.6875815567491252,-0.0023460451455572825,-0.02755299948292131,3.7333429259627966,-0.0019311301940303101
ymlfiles\Case_039_H1_T4_dir180_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.0,3.1008,180,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.03508389009133711,0.7669824714026187,0.00011904179215504015,-0.15610791963096768,0.6874270231017791,-0.0023459887359817393,-0.018243336908627145,3.7441254689728143,-0.0018920041519066308
ymlfiles\Case_040_H1_T4_dir180_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.0,3.1008,180,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.03402683176092167,0.7654453777539205,0.00011227058712684804,-0.15610463293211846,0.6874913029007048,-0.0023461094769266226,-0.022326541613286316,3.738132220295233,-0.0019179059420412145
ymlfiles\Case_041_H1_T4p5_dir0_heavelow_pitchlow_rolllow.yml,1,4.5,3.4884,0,low,low,low,1.0,1.0,100,300.0,150,200,0.06160111272081234,0.7337165321511887,8.946844007047747e-05,-0.15572519990427314,0.6814073726017477,-0.002341992728772586,0.08368595423252945,3.5940958105560936,-0.0019985521333153082
ymlfiles\Case_042_H1_T4p5_dir0_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.5,3.4884,0,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.05506785402709237,0.7288009988776711,8.318687742246174e-05,-0.15571598012413446,0.681401114950272,-0.002341261927149726,0.0585260151177108,3.574853728089577,-0.0020218102301609595
ymlfiles\Case_043_H1_T4p5_dir0_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.5,3.4884,0,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.06119672265187802,0.7328059696731746,8.932001628821155e-05,-0.15572437295551936,0.6813633411094147,-0.0023419765399091807,0.08213166022820087,3.5904370522782387,-0.0019991350948148257
ymlfiles\Case_044_H1_T4p5_dir0_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.5,3.4884,0,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.058518564765935636,0.7306436859273983,8.509225842342643e-05,-0.15572060156281464,0.681373854787474,-0.0023418216099896556,0.07182114758358668,3.5820030607924007,-0.002014955724875713
ymlfiles\Case_045_H1_T4p5_dir45_heavelow_pitchlow_rolllow.yml,1,4.5,3.4884,45,low,low,low,1.0,1.0,100,300.0,150,200,0.06578220907422465,0.326085688536625,0.45193662894564735,-0.15537634501420935,0.6790554767672847,0.006573805505404439,0.0999336819833663,1.9741626471048037,1.795768896377351
ymlfiles\Case_046_H1_T4p5_dir45_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.5,3.4884,45,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.0580695065952967,0.3240107038462385,0.44845489785656006,-0.15536313129241205,0.6790380973627625,0.006612367559552739,0.07017262651301531,1.9661183221870706,1.7825591708017126
ymlfiles\Case_047_H1_T4p5_dir45_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.5,3.4884,45,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.06528020961682818,0.3258985466099955,0.4516200127247375,-0.15537487910802464,0.6790584528958022,0.006590815640851002,0.0979868172265286,1.9734223558665862,1.7945775002359938
ymlfiles\Case_048_H1_T4p5_dir45_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.5,3.4884,45,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.06213564862525761,0.32483639196785224,0.4496454328609971,-0.1553678063456867,0.6790493779456643,0.006587884748727649,0.08585821948530836,1.9693788707943087,1.7870259010000298
ymlfiles\Case_049_H1_T4p5_dir90_heavelow_pitchlow_rolllow.yml,1,4.5,3.4884,90,low,low,low,1.0,1.0,100,300.0,150,200,0.06461463258150434,0.23000068472860155,0.21697697789628353,-0.15486262885241983,0.6762163144947724,-0.000673673221640531,0.09537055875392594,1.5818310085745093,0.8669751877578059
ymlfiles\Case_050_H1_T4p5_dir90_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.5,3.4884,90,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.05610030103502057,0.22676118328477332,0.21554768338560468,-0.1548633670943905,0.6761611578031732,-0.0008053428203807941,0.06249285866269483,1.5691936873325867,0.8611462230733467
ymlfiles\Case_051_H1_T4p5_dir90_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.5,3.4884,90,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.06409387936087697,0.22980396269781544,0.21689951595491028,-0.15486285034948122,0.6762084698522117,-0.0006840095449309366,0.09336278181585483,1.5810485820565108,0.866655096151474
ymlfiles\Case_052_H1_T4p5_dir90_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.5,3.4884,90,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.06058753833445115,0.22810571620066072,0.21604952426581633,-0.1548622828835764,0.6761861476340607,-0.0007365297731494204,0.07983629733520936,1.574439130626112,0.8632582608947748
ymlfiles\Case_053_H1_T4p5_dir135_heavelow_pitchlow_rolllow.yml,1,4.5,3.4884,135,low,low,low,1.0,1.0,100,300.0,150,200,0.06554790350685015,0.27150892184881226,0.13388705498228123,-0.15411642241694765,0.683366730940857,0.003081256972921769,0.10020252021069673,1.762804989879959,0.536645095395907
ymlfiles\Case_054_H1_T4p5_dir135_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.5,3.4884,135,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.05742405231073824,0.26941536081589523,0.13236727948312524,-0.1541219299307284,0.6834297329149983,0.0031389884793672075,0.06879670500689761,1.7548196981504927,0.5307177314325968
ymlfiles\Case_055_H1_T4p5_dir135_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.5,3.4884,135,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.06502746230492198,0.2713409007518148,0.13382900726275307,-0.1541174286623647,0.6833678950864593,0.003083471754216194,0.09816418621934245,1.7621381524027306,0.5364159796423171
ymlfiles\Case_056_H1_T4p5_dir135_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.5,3.4884,135,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.061688131340657607,0.2703055207144168,0.13289561044910692,-0.15411804266020454,0.68339779970679,0.0031180852652618572,0.08525961832690043,1.7581772923139463,0.5328138317396942
ymlfiles\Case_057_H1_T4p5_dir180_heavelow_pitchlow_rolllow.yml,1,4.5,3.4884,180,low,low,low,1.0,1.0,100,300.0,150,200,0.07352739877611737,0.7820531716863488,9.607189052345822e-05,-0.15581031011525015,0.6861995082688711,-0.002347580813819997,0.13030619984509756,3.7879080989491687,-0.0019789579416055795
ymlfiles\Case_058_H1_T4p5_dir180_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,4.5,3.4884,180,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.06595272354557084,0.7761825627811832,8.733291763259641e-05,-0.15580830734830298,0.6864948682338678,-0.002347210160655503,0.10114437888333494,3.7652991426121174,-0.0020123838816674274
ymlfiles\Case_059_H1_T4p5_dir180_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,4.5,3.4884,180,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.07295482440489469,0.7808998894369388,9.599359968906373e-05,-0.1558088320607316,0.6862337352949425,-0.002347427988087126,0.12811823808792988,3.7833682821761965,-0.0019792816988673024
ymlfiles\Case_060_H1_T4p5_dir180_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,4.5,3.4884,180,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.06992110309253095,0.7783594485734046,9.070332429930822e-05,-0.15580778085361724,0.6863384167929443,-0.002347218023183706,0.11644148275560062,3.773702265885088,-0.001999396559031356
ymlfiles\Case_061_H1_T5_dir0_heavelow_pitchlow_rolllow.yml,1,5.0,3.876,0,low,low,low,1.0,1.0,100,300.0,150,200,0.0991578520045898,0.6759961868999634,0.00010082598864481974,-0.1551757843663187,0.6772867959198223,-0.002344391558424152,0.2286683684074405,3.3514271301529464,-0.0019559772969350354
ymlfiles\Case_062_H1_T5_dir0_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,5.0,3.876,0,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.08939232665406832,0.6698704985994365,9.192560674905422e-05,-0.15518167955464554,0.6775140794397203,-0.002344005551865647,0.19094963784915817,3.3278279921016125,-0.0019898203998536634
ymlfiles\Case_063_H1_T5_dir0_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,5.0,3.876,0,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.09828954613780592,0.6750100946161772,0.00010047162736659522,-0.15517714627602816,0.6772756280242381,-0.0023445805988186433,0.2253340482572291,3.347515127902894,-0.001957563226750345
ymlfiles\Case_064_H1_T5_dir0_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,5.0,3.876,0,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.09448741473223654,0.6722071671434585,9.53223510263109e-05,-0.15517841667101992,0.6773745496496637,-0.0023441915339300835,0.2106406384777357,3.336661969523292,-0.0019768311881072503
ymlfiles\Case_065_H1_T5_dir45_heavelow_pitchlow_rolllow.yml,1,5.0,3.876,45,low,low,low,1.0,1.0,100,300.0,150,200,0.10967406181066212,0.2884955688785003,0.44888771794195564,-0.15488436220936916,0.67908522997881,0.005065207397058858,0.2697630613321965,1.8214591244153215,1.7735689291648908
ymlfiles\Case_066_H1_T5_dir45_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,5.0,3.876,45,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.09838900587107596,0.2839417574951106,0.4421452678301392,-0.1548789686126887,0.6791666639899656,0.005150780176722241,0.22607333254675402,1.804014998282396,1.7476158630152878
ymlfiles\Case_067_H1_T5_dir45_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,5.0,3.876,45,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.10856207345609001,0.28811071568273205,0.44829026053707144,-0.15488487217722047,0.6790980826375268,0.0050866175709117015,0.26545703935921433,1.8199193870777033,1.7711879953584775
ymlfiles\Case_068_H1_T5_dir45_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,5.0,3.876,45,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.10425840591596053,0.2858507857983381,0.4446518520316762,-0.1548796970641665,0.679126404881975,0.005095092544942433,0.2487983287199767,1.8113396203969454,1.757390576358196
ymlfiles\Case_069_H1_T5_dir90_heavelow_pitchlow_rolllow.yml,1,5.0,3.876,90,low,low,low,1.0,1.0,100,300.0,150,200,0.1058638244377731,0.26842570645304664,0.19365212506431373,-0.15442088117772973,0.6778082524087319,0.0009210775271140605,0.2551219032197661,1.729054443140726,0.7721688393277902
ymlfiles\Case_070_H1_T5_dir90_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,5.0,3.876,90,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.09456394667725505,0.261692870187294,0.1903407246445997,-0.15443537857991294,0.6777859707801376,0.0006499366611175796,0.21139246013075166,1.7032533266056125,0.7591532935250372
ymlfiles\Case_071_H1_T5_dir90_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,5.0,3.876,90,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.10481900118674817,0.26794621331364754,0.1934366337416512,-0.15442341277585062,0.6778012636288101,0.0008905570175133706,0.251077388199069,1.7272973525098783,0.7713315584297227
ymlfiles\Case_072_H1_T5_dir90_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,5.0,3.876,90,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.10045635432116648,0.2646453201968103,0.19160324113823765,-0.15442747541271745,0.6777993172479201,0.0007830086110083594,0.23421020019135347,1.7145852573483622,0.7641630390870655
ymlfiles\Case_073_H1_T5_dir135_heavelow_pitchlow_rolllow.yml,1,5.0,3.876,135,low,low,low,1.0,1.0,100,300.0,150,200,0.10667283426831006,0.24225701754552526,0.13331751099561032,-0.15384487300915728,0.6834559949194944,0.005090000862798416,0.2589509616728532,1.6430772661370372,0.5324516361956307
ymlfiles\Case_074_H1_T5_dir135_heavelinhigh_pitchlinhigh_rolllinhigh.yml,1,5.0,3.876,135,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.09550115090586873,0.23746422863912103,0.13031668331131516,-0.1538489819158074,0.683549247945479,0.004921302546712143,0.21577015406805158,1.624746002153537,0.5208967771115365
ymlfiles\Case_075_H1_T5_dir135_heavequadhigh_pitchquadhigh_rollquadhigh.yml,1,5.0,3.876,135,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.10562387310352833,0.24188148772610105,0.1331895743876009,-0.15384747812830624,0.6834636593188235,0.005072346648590381,0.25490443917770833,1.6416451907634206,0.5319413815782448
ymlfiles\Case_076_H1_T5_dir135_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,1,5.0,3.876,135,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.10130511315853531,0.23958310620523815,0.13141104872141499,-0.15384635242004124,0.683505743881087,0.005017910890219638,0.23816314183621007,1.6329128464532334,0.5251952113388207
ymlfiles\Case_077_H1_T5_dir180_heavelow_pitchlow_rolllow.yml,1,5.0,3.876,180,low,low,low,1.0,1.0,100,300.0,150,200,0.12087636431006132,0.768494416416878,0.00010585847029350808,-0.15525664721893678,0.6831870640202754,-0.0023481735012416925,0.313416187446126,3.715488881943307,-0.0019403828628642053
